biome * ffffff ffffff ffffff
block 1727 2 528f5e34
block 1727 3 89868686
block 1727 4 549e9e9e
block 1727 5 21cacaca
block 1727 6 56c9c9c9
block 1727 7 49bc931d
block 1727 8 61cfa600
block 1727 9 326ca073
block 1727 10 5d353636
block 1727 11 46979898
block 1727 12 5dbdbdbd
block 1727 13 67888804
block 1727 14 2da9a9a9
block 1727 15 ff7c007c
block 1728 * ff7c007c
block 1728 0 bf797979
block 1728 1 bd0d0d0d
block 1728 2 ae7d7d7d
block 1728 3 94696969
block 1728 4 e5828282
block 1728 5 8a6e6e6e
block 1728 6 b6848484
block 1729 * ffaf8f5b
block 1729 0 ff7c007c
block 1729 1 ff9e8150
block 1729 2 ff9a7d4d
block 1729 3 ff9d8254
block 1729 4 ff9e8253
block 1729 5 ff9a7e51
block 1729 6 ff9b8153
block 1729 7 ff8f7750
block 1729 10 ff8f7447
block 1729 11 ffa38758
block 1729 12 ff6b5736
block 1729 13 ffa58756
block 1729 14 ff897046
block 1729 15 ff8a7147
block 1730 * ff725636
block 1730 0 ff7c007c
block 1730 1 ff674d2f
block 1730 2 ff644a2d
block 1730 3 ff664e31
block 1730 4 ff674e31
block 1730 5 ff644c2f
block 1730 6 ff654d31
block 1730 7 ff5d482f
block 1730 10 ff5d4529
block 1730 11 ff6a5134
block 1730 12 ff45341f
block 1730 13 ff6c5132
block 1730 14 ff594329
block 1730 15 ff5a4429
block 1731 * ffbca570
block 1731 0 ff7c007c
block 1731 1 ffb59f6b
block 1731 2 ffb39d69
block 1731 3 ffb49f6c
block 1731 4 ffb49f6c
block 1731 5 ffb29d6b
block 1731 6 ffb39e6c
block 1731 7 ffad996a
block 1731 10 ffae9866
block 1731 11 ffb7a16e
block 1731 12 ff99865b
block 1731 13 ffb8a16d
block 1731 14 ffa38d5d
block 1731 15 ffa48e5d
block 1732 * ffaf7e5b
block 1732 0 ff7c007c
block 1732 1 ff9e7150
block 1732 2 ff9a6d4d
block 1732 3 ff9d7354
block 1732 4 ff9e7353
block 1732 5 ff9a6f51
block 1732 6 ff9b7253
block 1732 7 ff8f6b50
block 1732 10 ff8f6547
block 1732 11 ffa37758
block 1732 12 ff6b4c36
block 1732 13 ffa57756
block 1732 14 ff896346
block 1732 15 ff8a6347
block 1733 * ff975213
block 1733 0 ff7c007c
block 1733 1 ff894a1f
block 1733 2 ff87481b
block 1733 3 ff8a4416
block 1733 4 ff884214
block 1733 5 ff894416
block 1733 6 ff8d4816
block 1733 7 ff894418
block 1733 10 ff793d1b
block 1733 11 ff8f4917
block 1733 12 ff894316
block 1733 13 ff904b16
block 1733 14 ff874316
block 1733 15 ff8d481b
block 1734 * ff59320b
block 1734 0 ff7c007c
block 1734 1 ff58310e
block 1734 2 ff57300e
block 1734 3 ff674220
block 1734 4 ff633f1f
block 1734 5 ff643f1f
block 1734 6 ff563210
block 1734 7 ff4e2b0f
block 1734 10 ff4f290d
block 1734 11 ff55310f
block 1734 12 ff543011
block 1734 13 ff582f08
block 1734 14 ff543012
block 1734 15 ff593517
block 1735 0 ffdddddd
block 1735 1 ffdb7d3e
block 1735 2 ffb450bc
block 1735 3 ff6a8ac9
block 1735 4 ffb1a527
block 1735 5 ff41ae38
block 1735 6 ffd08498
block 1735 7 ff404040
block 1735 8 ff9aa1a1
block 1735 9 ff2e6e89
block 1735 10 ff7e3db6
block 1735 11 ff2e388d
block 1735 12 ff4f321f
block 1735 13 ff35461b
block 1735 14 ff963430
block 1735 15 ff191616
block 1736 * 652b5435
block 1736 0 1300653b
block 1736 1 23005732
block 1736 2 31005e37
block 1736 3 5200522f
block 1737 * 6b34543a
block 1738 * ffefb575
block 1739 * 9b1a2731
block 1740 * ff000300
block 1741 * 619a7137
block 1742 * ff9c7f4e
block 1742 1 ff67403b
block 1742 2 ffc3b37b
block 1742 3 ff9a6e4d
block 1742 4 ffa95b33
block 1742 5 ff3d2712
block 1744 0 ff7a7a7a
block 1744 1 ff72776a
block 1744 2 ff767676
block 1744 3 ff2d9788
block 1744 4 ff869240
block 1744 5 ff5d8549
block 1744 6 ff9c59af
block 1744 7 ff2c161a
block 1744 8 ff926356
block 1744 9 ff578594
block 1744 10 ff41255d
block 1744 11 ff0000c1
block 1744 12 ff735c3d
block 1744 13 ff273528
block 1744 14 ff6e1d1d
block 1744 15 ff313131
block 1745 * ff506a51
block 1745 1 ff7c2819
block 1745 2 ff645135
block 1745 3 ff6d604d
block 1745 4 ff3b4f35
block 1746 * 3b767777
block 1747 * ff3d3719
block 1748 * ff50432d
block 1749 * ff796f38
block 1750 * ff544c1f
block 1751 * ffeedd4d
block 1752 * ff3d3719
block 1753 * ff3d3719
block 1754 * ff435057
block 1755 * ff7f808c
block 1756 * ff92bde8
block 1757 * ff133c5c
block 1758 * ff042a53
block 1759 * ff675635
block 1760 * ff676035
block 1761 * ff555135
block 1762 * ff576023
block 1763 * ff675e29
block 1764 * ff674d28
block 1765 * ff5f5f35
block 1766 * ff5f572d
block 1767 * ff3d3719
block 1768 * ff544033
block 1769 * ff544033
block 1770 * ffdbdbdb
block 1773 * ffdbdbdb
block 1774 1 ff807670
block 1774 4 ff737373
block 1774 5 ff747170
block 1774 6 ff7d7273
block 1775 * ffcfccb4
block 1776 * ffcfccb4
block 1777 * ffcfccb4
block 1778 * ff424242
block 1779 * ff858586
block 1779 0 ff997162
block 1779 1 ff997162
block 1779 2 ff9f7262
block 1779 3 ffb3b3b6
block 1779 4 ffb7b7b9
block 1779 5 ff828383
block 1780 * dbc7c7c7
block 1781 * ff3b574b
block 1781 0 ff5b9683
block 1781 1 ff63a08f
block 1782 * ffabc7bd
block 1783 * ff6a6d70
block 1784 * ffa6551d
block 1785 * ffa6551d
block 1786 * ffa6551d
block 1787 * ff8d6a53
block 1788 * ffb62524
block 1789 * ff77553b
block 1790 * ff9c7f4e
block 1791 * bc78c865
block 1792 * ffa09e3f
block 1792 0 ffc2c354
block 1793 * ff887e7d
block 1794 * 64507135
block 1794 0 0901ab10
block 1794 1 0901ab10
block 1794 2 1701bb0f
block 1794 3 1701bb0f
block 1794 4 3600be10
block 1794 5 3600be10
block 1794 6 3600be10
block 1795 * ffa679a6
block 1796 * ffaa7eaa
block 1796 0 ffaa80aa
block 1796 1 ffaa80aa
block 1796 2 ffaa80aa
block 1796 3 ffaa80aa
block 1797 * ffa679a6
block 1798 * ffa679a6
block 1799 * ffe1e6aa
block 1800 * ff957c47
block 1801 * 35dcc5cd
block 1802 * ff603b60
block 1803 * ff623f60
block 1803 0 ff856785
block 1803 1 ff856785
block 1803 2 ff856785
block 1803 3 ff856785
block 1803 4 ff856785
block 1804 * ff191d47
block 1805 * ff614b31
block 1806 * ffc6bd8d
block 1807 * e7926b4d
block 1808 * b79b5836
block 1809 * ff412c17
block 1810 * ff9c7f4e
block 1811 * ff674d2e
block 1812 * ffc3b37b
block 1813 * ff9a6e4d
block 1814 * ffa95b33
block 1815 * ff3d2712
block 1816 * ff674d2e
block 1817 * ffc3b37b
block 1818 * ff9a6e4d
block 1819 * ffa95b33
block 1820 * ff3d2712
block 1821 * ff9c7f4e
block 1822 * ff7d7d7d
block 1823 * ff7d7d7d
block 1824 * ff9ea4b0
block 1825 * ffdad7bc
block 1826 * 9a878787
block 1827 * ff9c7f4e
block 1828 * ffb09d4e
block 1829 * ffab9b4e
block 1830 * ff522b2b
block 1831 * ffcccd9b
block 1832 * e81f0050
block 1833 0 ff8f7e6e
block 1833 1 ff83888b
block 1833 2 ff888c8d
block 1833 3 ff7c7e86
block 1833 4 ff8a8983
block 1833 5 ff72868f
block 1833 6 ff7b898e
block 1834 0 feca7a23
block 1834 1 fe8aa5b6
block 1834 2 ffa9c2c8
block 1834 3 ff6d789a
block 1834 4 ffd0c99b
block 1834 5 ff89cde8
block 1834 6 ff6a9bb8
block 1834 7 ffd0c15d
block 1834 8 ff949c99
block 1834 9 ffcd8e44
block 1834 10 ffca5923
block 1834 11 fee9e59e
block 1834 12 ff297475
block 1835 * d97c0404
block 1836 * ccfcc501
block 1837 * d9083c3c
block 1838 * ddfeb72d
block 1839 * e523bdf9
block 1840 * b2ada87b
block 1841 * ff2f1b11
block 1842 * e63c0071
block 1843 * ccb1b1b1
block 1844 * ff323232
block 1845 * 23614b2a
block 1846 * ff825e25
block 1847 * 9f1c2826
block 1848 * ff3d5a45
block 1848 1 ff375e3e
block 1848 2 ff5a746e
block 1848 3 ff4c7d64
block 1849 * ff333030
block 1850 * ff2a2516
block 1851 * ff877272
block 1851 0 ff8f8181
block 1851 1 ff8f8181
block 1851 2 ff8f8181
block 1852 * a197762b
block 1853 * ff7a7a7a
block 1853 1 ff1f2a2b
block 1853 2 ff151515
block 1853 3 ffabd0f9
block 1853 5 87eaeaea
block 1853 6 ff7d7c7b
block 1853 7 ff787878
block 1853 8 ff826b37
block 1853 9 ffdbdbb7
block 1853 10 ff7b7b7b
block 1853 11 ff384132
block 1853 12 ff1c4740
block 1853 13 ffdcdea6
block 1853 14 ff2e2436
block 1854 0 3bd7eaed
block 1854 1 67d7eaed
block 1854 2 63d7eaed
block 1854 3 73d4eaed
block 1854 4 6ff3dd45
block 1854 5 7b332947
block 1854 6 5fd9eff3
block 1854 7 53e4ce68
block 1854 8 5fffaed3
block 1854 9 7fd7ecef
block 1854 10 871e1e1e
block 1854 11 bf17141d
block 1855 * ff9b1d42
block 1856 * ff303030
block 1858 0 ffbebebf
block 1858 1 ff985f2f
block 1858 2 ff82419b
block 1858 3 ff51729b
block 1858 4 ffa3a332
block 1858 5 ff5d8e1d
block 1858 6 ffac647d
block 1858 7 ff383838
block 1858 8 ff727272
block 1858 9 ff3d5d6e
block 1858 10 ff5d357f
block 1858 11 ff2b3b7d
block 1858 12 ff493828
block 1858 13 ff4a5a2a
block 1858 14 ff692929
block 1858 15 ff121212
block 1859 0 ffd3d3d4
block 1859 1 ffa86934
block 1859 2 ff9048ac
block 1859 3 ff5b7eac
block 1859 4 ffb6b638
block 1859 5 ff689e20
block 1859 6 ffbf6f8a
block 1859 7 ff3e3e3f
block 1859 8 ff7e7e7f
block 1859 9 ff43687a
block 1859 10 ff683b8d
block 1859 11 ff2f428a
block 1859 12 ff513e2c
block 1859 13 ff52642f
block 1859 14 ff752e2e
block 1859 15 ff141414
block 1860 0 ff777778
block 1860 1 ff5f3b1d
block 1860 2 ff512961
block 1860 3 ff334761
block 1860 4 ff666620
block 1860 5 ff3a5912
block 1860 6 ff6c3f4e
block 1860 7 ff232323
block 1860 8 ff474748
block 1860 9 ff263a45
block 1860 10 ff3a2150
block 1860 11 ff1b254e
block 1860 12 ff2d2319
block 1860 13 ff2e381a
block 1860 14 ff421a1a
block 1860 15 ff0b0b0b
block 1861 0 ffd1d1d2
block 1861 1 ffa76833
block 1861 2 ff8f48aa
block 1861 3 ff5a7daa
block 1861 4 ffb4b438
block 1861 5 ff679c20
block 1861 6 ffbe6e89
block 1861 7 ff3e3e3e
block 1861 8 ff7d7d7e
block 1861 9 ff436779
block 1861 10 ff673b8c
block 1861 11 ff2f4189
block 1861 12 ff503e2c
block 1861 13 ff51632e
block 1861 14 ff742d2e
block 1861 15 ff141414
block 1862 0 fff6f6f7
block 1862 1 ffc47b3d
block 1862 2 ffa854c8
block 1862 3 ff6a93c8
block 1862 4 ffd4d441
block 1862 5 ff79b825
block 1862 6 ffdf82a1
block 1862 7 ff494949
block 1862 8 ff939394
block 1862 9 ff4f798e
block 1862 10 ff7945a4
block 1862 11 ff374da1
block 1862 12 ff5e4934
block 1862 13 ff607537
block 1862 14 ff883636
block 1862 15 ff181818
block 1863 0 ff717172
block 1863 1 ff5a381c
block 1863 2 ff4d265c
block 1863 3 ff30435c
block 1863 4 ff61611e
block 1863 5 ff375411
block 1863 6 ff663b4a
block 1863 7 ff212121
block 1863 8 ff434344
block 1863 9 ff243741
block 1863 10 ff371f4c
block 1863 11 ff19234a
block 1863 12 ff2b2118
block 1863 13 ff2c3619
block 1863 14 ff3e1819
block 1863 15 ff0b0b0b
block 1864 0 ff5d5d5e
block 1864 1 ff4a2e17
block 1864 2 ff3f204c
block 1864 3 ff28374c
block 1864 4 ff505019
block 1864 5 ff2d450e
block 1864 6 ff54313d
block 1864 7 ff1b1b1c
block 1864 8 ff373738
block 1864 9 ff1d2d36
block 1864 10 ff2d1a3e
block 1864 11 ff151d3d
block 1864 12 ff231b13
block 1864 13 ff242c15
block 1864 14 ff331414
block 1864 15 ff090909
block 1865 0 ffa5a5a6
block 1865 1 ff845229
block 1865 2 ff713886
block 1865 3 ff476386
block 1865 4 ff8e8e2c
block 1865 5 ff517b19
block 1865 6 ff96576c
block 1865 7 ff313131
block 1865 8 ff636363
block 1865 9 ff35515f
block 1865 10 ff512e6e
block 1865 11 ff25336c
block 1865 12 ff3f3123
block 1865 13 ff404e25
block 1865 14 ff5b2424
block 1865 15 ff101010
block 1866 0 ffa4a4a5
block 1866 1 ff835228
block 1866 2 ff703885
block 1866 3 ff466285
block 1866 4 ff8d8d2c
block 1866 5 ff517a19
block 1866 6 ff95566c
block 1866 7 ff303031
block 1866 8 ff626263
block 1866 9 ff34515f
block 1866 10 ff512e6e
block 1866 11 ff25336c
block 1866 12 ff3f3022
block 1866 13 ff404e24
block 1866 14 ff5b2424
block 1866 15 ff101010
block 1867 0 ff6f6f70
block 1867 1 ff58371b
block 1867 2 ff4c265a
block 1867 3 ff2f425a
block 1867 4 ff5f5f1d
block 1867 5 ff365311
block 1867 6 ff643a49
block 1867 7 ff212121
block 1867 8 ff424243
block 1867 9 ff233640
block 1867 10 ff361f4a
block 1867 11 ff192249
block 1867 12 ff2a2117
block 1867 13 ff2b3519
block 1867 14 ff3d1818
block 1867 15 ff0a0a0a
block 1868 0 ff202021
block 1868 1 ff191008
block 1868 2 ff150b1a
block 1868 3 ff0d131a
block 1868 4 ff1b1b08
block 1868 5 ff0f1705
block 1868 6 ff1d1015
block 1868 7 ff090909
block 1868 8 ff131313
block 1868 9 ff0a0f13
block 1868 10 ff0f0916
block 1868 11 ff070a15
block 1868 12 ff0c0906
block 1868 13 ff0c0f07
block 1868 14 ff110707
block 1868 15 ff030303
block 1869 0 ff5f5f60
block 1869 1 ff4c2f17
block 1869 2 ff41204d
block 1869 3 ff28394d
block 1869 4 ff515119
block 1869 5 ff2e470e
block 1869 6 ff56323e
block 1869 7 ff1c1c1c
block 1869 8 ff393939
block 1869 9 ff1e2e37
block 1869 10 ff2e1a40
block 1869 11 ff151d3e
block 1869 12 ff241c14
block 1869 13 ff252d15
block 1869 14 ff341415
block 1869 15 ff090909
block 1870 0 ff1f1f20
block 1870 1 ff180f07
block 1870 2 ff150a19
block 1870 3 ff0d1219
block 1870 4 ff1a1a08
block 1870 5 ff0f1704
block 1870 6 ff1c1014
block 1870 7 ff090909
block 1870 8 ff121213
block 1870 9 ff090f12
block 1870 10 ff0f0815
block 1870 11 ff070914
block 1870 12 ff0b0906
block 1870 13 ff0c0e07
block 1870 14 ff110607
block 1870 15 ff030303
block 1871 0 ff626262
block 1871 1 ff505051
block 1871 2 ff3a3a3a
block 1871 3 ff2b2b2c
block 1871 4 ff1e1e1f
block 1871 5 ff131313
block 1871 6 ff080809
block 1871 7 ff020203
block 1871 8 ff6a4c35
block 1871 9 ff573e2c
block 1871 10 ff3f2d20
block 1871 11 ff2f2218
block 1871 12 ff646261
block 1871 13 ff535150
block 1871 14 ffaea77f
block 1871 15 ff8f8a69
block 1872 * ff9d968b
block 1873 * ff828282
block 1873 1 ff977b47
block 1873 6 ff8d733f
block 1873 7 ff876f40
block 1873 8 ff977b47
block 1873 9 ff977b47
block 1873 10 ff977b47
block 1873 11 ff977b47
block 1874 0 ffffffff
block 1874 1 ffff7f00
block 1874 2 ffff00ff
block 1874 3 ff007fd8
block 1874 4 ffffff00
block 1874 5 ff00ff00
block 1874 6 ffff99a5
block 1874 7 ff7f7f7f
block 1874 8 ffcccccc
block 1874 9 ff00ffff
block 1874 10 ffb233ff
block 1874 11 ff0000ff
block 1874 12 ff7f3300
block 1874 13 ff009900
block 1874 14 ffff0000
block 1874 15 ff000000
block 1875 * ff3e593f
block 1876 * ff087c1f
block 1877 * ffaeaeae
block 1877 1 ffacacac
block 1878 * ef161720
block 1878 0 ef191010
block 1878 1 c3272727
block 1878 2 ef191010
block 1878 3 ef191010
block 1878 4 ef191010
block 1878 5 ef191010
block 1878 7 c3272727
block 1878 12 ff1b1913
block 1878 13 ff241f0c
block 1878 14 ff1b1913
block 1878 15 ff1b1913
block 1879 * ef161e20
block 1879 0 ef101810
block 1879 1 c3272727
block 1879 2 ef101810
block 1879 3 ef101810
block 1879 4 ef101810
block 1879 5 ef101810
block 1879 7 c3272727
block 1879 12 ff1b1913
block 1879 13 ff1b1913
block 1879 14 ff1b1913
block 1879 15 ff1b1913
block 1880 * 6f3d3d3d
block 1881 * 6f3d3d3d
block 1882 * ff866043
block 1882 0 ff361036
block 1882 1 ff361036
block 1882 2 ff4e7f0a
block 1882 3 ff4e7f0a
block 1883 * c3525252
block 1883 1 c3525261
block 1883 2 c3835548
block 1883 4 c3525261
block 1883 5 c3835548
block 1883 7 c3525261
block 1883 8 c3835548
block 1883 10 c3525261
block 1883 11 c3835548
block 1883 13 c3525261
block 1883 14 c3835548
block 1884 * ffe1e1e1
block 1884 0 ffdbdbdb
block 1884 6 ffdbdbdb
block 1884 12 ffdbdbdb
block 1885 * ff6fdfda
block 1885 0 ff61dbd5
block 1885 6 ff61dbd5
block 1885 12 ff61dbd5
block 1886 * fffaee4e
block 1886 0 fff9ec4e
block 1886 6 fff9ec4e
block 1886 12 fff9ec4e
block 1887 * ff9c7f4e
block 1887 0 ff9a7d4d
block 1887 6 ff9a7d4d
block 1887 12 ff9a7d4d
block 1888 * ff272e31
block 1889 * 740d4239
block 1889 0 0d0c2f29
block 1889 1 1c0c302a
block 1889 2 240b2e28
block 1889 3 390a2c27
block 1889 4 540b2d28
block 1889 5 5b0c312b
block 1889 6 620d352e
block 1890 * ff8e6363
block 1891 * 0fffac00
block 1892 * ffd8d8d8
block 1892 1 ff535353
block 1893 * ff272727
block 1893 2 ff372b41
block 1893 3 ff372b41
block 1894 * 72d8f8fe
block 1894 0 83d1f7fe
block 1894 2 b7181414
block 1894 3 9bd0f7fe
block 1894 4 7bcff7fe
block 1894 5 e3171414
block 1894 6 83d1f7fe
block 1894 8 b7181414
block 1894 9 9bd0f7fe
block 1894 10 7bcff7fe
block 1894 11 e3171414
block 1894 12 83d1f7fe
block 1894 14 b7181414
block 1894 15 9bd0f7fe
block 1895 * ff937c52
block 1896 * 3f67767e
block 1897 * ff988b62
block 1898 * ff4f2d0e
block 1899 * ff6c5846
block 1899 1 ff7c7c7c
block 1900 0 ff504130
block 1900 1 ff68777f
block 1900 2 ff585847
block 1900 3 ff3e515b
block 1901 * ff979785
block 1902 * ffccc2a5
block 1903 * ff7d722f
block 1904 * ffd9d6d3
block 1904 1 ff777675
block 1905 * ffd9d6d3
block 1905 1 ff777675
block 1906 * ff634a33
block 1906 1 ff604a37
block 1907 * ff634a33
block 1907 1 ff604a37
block 1908 * ff4f4c48
block 1908 1 ff534f47
block 1909 * ff4f4c48
block 1909 1 ff534f47
block 1910 * ff9d8e6a
block 1911 * ff4d2b13
block 1912 * 88305d15
block 1913 * 3642541c
block 1914 * 67c4cc6b
block 1915 * 5b606836
block 1916 * 4b2f2a03
block 1917 * 6e829d5e
block 1918 * 506a8b2b
block 1919 * 4fc9c2b5
block 1920 * 623c7310
block 1921 * 79627445
block 1922 * 5c405914
block 1923 * ff5a984c
block 1924 * ff234413
block 1924 1 ff880409
block 1924 2 ff88110c
block 1924 4 ff880409
block 1924 5 ff88110c
block 1924 7 ff880409
block 1924 8 ff88110c
block 1924 10 ff880409
block 1924 11 ff88110c
block 1924 13 ff880409
block 1924 14 ff88110c
block 1925 * 5f5f3e0d
block 1926 * ff589330
block 1926 1 ff438b14
block 1926 2 ff4e8313
block 1926 4 ff438b14
block 1926 5 ff4e8313
block 1926 7 ff438b14
block 1926 8 ff4e8313
block 1926 10 ff438b14
block 1926 11 ff4e8313
block 1926 13 ff438b14
block 1926 14 ff4e8313
block 1927 * 5f46560e
block 1928 * 27b5a47b
block 1928 1 27be9b66
block 1928 2 42be9a64
block 1928 4 27be9b66
block 1928 5 42be9a64
block 1928 7 27be9b66
block 1928 8 42be9a64
block 1928 10 27be9b66
block 1928 11 42be9a64
block 1928 13 27be9b66
block 1928 14 42be9a64
block 1929 * 5f6b6320
block 1930 * 235e6d33
block 1930 1 3c5e6d33
block 1930 2 5e4f5c2b
block 1930 4 3c5e6d33
block 1930 5 5e4f5c2b
block 1930 7 3c5e6d33
block 1930 8 5e4f5c2b
block 1930 10 3c5e6d33
block 1930 11 5e4f5c2b
block 1930 13 3c5e6d33
block 1930 14 5e4f5c2b
block 1931 * 60576629
block 1932 * 1bc4d796
block 1932 1 25c4d993
block 1932 2 43dbc71f
block 1932 4 25c4d993
block 1932 5 43dbc71f
block 1932 7 25c4d993
block 1932 8 43dbc71f
block 1932 10 25c4d993
block 1932 11 43dbc71f
block 1932 13 25c4d993
block 1932 14 43dbc71f
block 1933 * 584c590e
block 1934 * 3e86a453
block 1934 1 3ea58851
block 1934 2 7fad6d46
block 1934 4 3ea58851
block 1934 5 7fad6d46
block 1934 7 3ea58851
block 1934 8 7fad6d46
block 1934 10 3ea58851
block 1934 11 7fad6d46
block 1934 13 3ea58851
block 1934 14 7fad6d46
block 1935 * 6166591f
block 1936 * 2633460f
block 1936 1 363a4d10
block 1936 2 686e1c07
block 1936 4 363a4d10
block 1936 5 686e1c07
block 1936 7 363a4d10
block 1936 8 686e1c07
block 1936 10 363a4d10
block 1936 11 686e1c07
block 1936 13 363a4d10
block 1936 14 686e1c07
block 1937 * 5f553f10
block 1938 * 2485c258
block 1938 1 3785c258
block 1938 2 3784b14e
block 1938 4 3785c258
block 1938 5 3784b14e
block 1938 7 3785c258
block 1938 8 3784b14e
block 1938 10 3785c258
block 1938 11 3784b14e
block 1938 13 3785c258
block 1938 14 3784b14e
block 1939 * 5f58661e
block 1940 * ff502f11
block 1940 1 ff543114
block 1940 2 ff674121
block 1940 4 ff543114
block 1940 5 ff674121
block 1940 7 ff543114
block 1940 8 ff674121
block 1940 10 ff543114
block 1940 11 ff674121
block 1940 13 ff543114
block 1940 14 ff674121
block 1941 * 58485010
block 1942 * 276d8232
block 1942 1 376c8232
block 1942 2 6f563f28
block 1942 4 376c8232
block 1942 5 6f563f28
block 1942 7 376c8232
block 1942 8 6f563f28
block 1942 10 376c8232
block 1942 11 6f563f28
block 1942 13 376c8232
block 1942 14 6f563f28
block 1943 * 5f4f4f16
block 1944 * 0b6d4a4c
block 1944 1 13714b4f
block 1944 2 287c4d57
block 1944 4 13714b4f
block 1944 5 287c4d57
block 1944 7 13714b4f
block 1944 8 287c4d57
block 1944 10 13714b4f
block 1944 11 287c4d57
block 1944 13 13714b4f
block 1944 14 287c4d57
block 1945 * 58474e13
block 1946 * 1f9fc073
block 1946 1 2daac980
block 1946 2 50da8a80
block 1946 4 2daac980
block 1946 5 50da8a80
block 1946 7 2daac980
block 1946 8 50da8a80
block 1946 10 2daac980
block 1946 11 50da8a80
block 1946 13 2daac980
block 1946 14 50da8a80
block 1947 * 60716133
block 1948 * 8cb5a255
block 1948 1 8c94b355
block 1948 2 8c629b36
block 1948 4 8c94b355
block 1948 5 8c629b36
block 1948 7 8c94b355
block 1948 8 8c629b36
block 1948 10 8c94b355
block 1948 11 8c629b36
block 1948 13 8c94b355
block 1948 14 8c629b36
block 1949 * 5f486217
block 1950 * 29527e2e
block 1950 1 298243a5
block 1950 2 567a3f9a
block 1950 4 298243a5
block 1950 5 567a3f9a
block 1950 7 298243a5
block 1950 8 567a3f9a
block 1950 10 298243a5
block 1950 11 567a3f9a
block 1950 13 298243a5
block 1950 14 567a3f9a
block 1951 * 5f474425
block 1952 * 2abca175
block 1952 1 43b9a077
block 1952 2 73bb843f
block 1952 4 43b9a077
block 1952 5 73bb843f
block 1952 7 43b9a077
block 1952 8 73bb843f
block 1952 10 43b9a077
block 1952 11 73bb843f
block 1952 13 43b9a077
block 1952 14 73bb843f
block 1953 * 5f6c6018
block 1954 * 0acdb42f
block 1954 1 16c7ab32
block 1954 2 29d8bd3a
block 1954 4 16c7ab32
block 1954 5 29d8bd3a
block 1954 7 16c7ab32
block 1954 8 29d8bd3a
block 1954 10 16c7ab32
block 1954 11 29d8bd3a
block 1954 13 16c7ab32
block 1954 14 29d8bd3a
block 1955 * 5f6f7127
block 1956 * 0fa2d18d
block 1956 1 16a0d08c
block 1956 2 2ba0d08b
block 1956 4 16a0d08c
block 1956 5 2ba0d08b
block 1956 7 16a0d08c
block 1956 8 2ba0d08b
block 1956 10 16a0d08c
block 1956 11 2ba0d08b
block 1956 13 16a0d08c
block 1956 14 2ba0d08b
block 1957 * 5f57722c
block 1958 * ff31281d
block 1958 1 ff34291d
block 1958 2 ff342a1c
block 1958 4 ff34291d
block 1958 5 ff342a1c
block 1958 7 ff34291d
block 1958 8 ff342a1c
block 1958 10 ff34291d
block 1958 11 ff342a1c
block 1958 13 ff34291d
block 1958 14 ff342a1c
block 1959 * 584d5410
block 1960 * 1a93b54e
block 1960 1 2894b64f
block 1960 2 4ab2812b
block 1960 4 2894b64f
block 1960 5 4ab2812b
block 1960 7 2894b64f
block 1960 8 4ab2812b
block 1960 10 2894b64f
block 1960 11 4ab2812b
block 1960 13 2894b64f
block 1960 14 4ab2812b
block 1961 * 5f635f22
block 1962 * ff9c996e
block 1962 1 ff9f9d73
block 1962 2 ffa49060
block 1962 4 ff9f9d73
block 1962 5 ffa49060
block 1962 7 ff9f9d73
block 1962 8 ffa49060
block 1962 10 ff9f9d73
block 1962 11 ffa49060
block 1962 13 ff9f9d73
block 1962 14 ffa49060
block 1963 * 5f606026
block 1964 * 1b97ab4c
block 1964 1 31a1b255
block 1964 2 47a5b558
block 1964 4 31a1b255
block 1964 5 47a5b558
block 1964 7 31a1b255
block 1964 8 47a5b558
block 1964 10 31a1b255
block 1964 11 47a5b558
block 1964 13 31a1b255
block 1964 14 47a5b558
block 1965 * 5f5d6a22
block 1966 * 2aad946a
block 1966 1 44ab9064
block 1966 2 7cc08843
block 1966 4 44ab9064
block 1966 5 7cc08843
block 1966 7 44ab9064
block 1966 8 7cc08843
block 1966 10 44ab9064
block 1966 11 7cc08843
block 1966 13 44ab9064
block 1966 14 7cc08843
block 1967 * 5f6c631f
block 1968 * 23ceb584
block 1968 1 30c6b07d
block 1968 2 5ad4a861
block 1968 4 30c6b07d
block 1968 5 5ad4a861
block 1968 7 30c6b07d
block 1968 8 5ad4a861
block 1968 10 30c6b07d
block 1968 11 5ad4a861
block 1968 13 30c6b07d
block 1968 14 5ad4a861
block 1969 * 60716e2a
block 1970 * ffd4c9ae
block 1970 1 ffd7cbaf
block 1970 2 ffd9cdb0
block 1970 4 ffd7cbaf
block 1970 5 ffd9cdb0
block 1970 7 ffd7cbaf
block 1970 8 ffd9cdb0
block 1970 10 ffd7cbaf
block 1970 11 ffd9cdb0
block 1970 13 ffd7cbaf
block 1970 14 ffd9cdb0
block 1971 * 584d5a1c
block 1972 * 2da67e58
block 1972 1 3ea7815c
block 1972 2 78c07d42
block 1972 4 3ea7815c
block 1972 5 78c07d42
block 1972 7 3ea7815c
block 1972 8 78c07d42
block 1972 10 3ea7815c
block 1972 11 78c07d42
block 1972 13 3ea7815c
block 1972 14 78c07d42
block 1973 * 5f6a642c
block 1974 * 1ba4cb88
block 1974 1 20a5ca87
block 1974 2 3ea4b94d
block 1974 4 20a5ca87
block 1974 5 3ea4b94d
block 1974 7 20a5ca87
block 1974 8 3ea4b94d
block 1974 10 20a5ca87
block 1974 11 3ea4b94d
